class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,habitat
p,c,f,e,t,y,d,d,b,h,u
p,x,s,n,f,m,a,c,b,k,m
e,s,y,n,f,n,n,w,n,e,u
p,s,f,r,f,f,n,w,n,b,l
e,b,s,n,f,a,d,d,n,w,l
p,f,g,c,t,c,n,w,n,k,p
p,f,g,y,f,f,f,d,n,g,w
p,b,g,w,t,s,n,w,n,p,p
p,f,f,u,f,s,a,c,b,y,m
e,x,s,p,f,a,f,w,b,n,u
p,f,f,e,f,p,f,c,b,y,l
e,x,f,e,f,n,n,c,n,r,p
e,f,y,p,f,n,d,d,b,r,u
e,s,y,g,t,a,d,c,n,g,l
e,x,y,g,f,n,d,d,n,o,u
p,x,s,g,f,p,a,c,b,k,w
p,s,g,p,f,y,n,c,b,e,g
p,b,y,n,t,p,d,c,n,h,g
e,b,g,b,t,a,a,w,b,w,p
e,s,s,p,f,f,f,w,n,r,g
p,k,y,n,t,p,d,c,b,h,d
e,b,y,w,f,n,f,d,b,r,l
p,x,g,p,t,f,d,c,b,n,p
p,x,f,u,f,p,n,d,b,w,u
p,f,s,n,t,p,f,c,b,u,m
e,f,s,e,t,a,n,c,b,h,d
p,k,y,r,t,p,a,d,b,g,d
e,x,s,r,t,l,f,d,n,o,g
p,k,g,p,t,m,a,w,b,p,g
e,x,f,u,t,n,d,d,n,k,d
e,b,f,u,t,l,d,c,n,o,p
e,f,s,r,t,n,d,d,b,e,l
p,s,f,n,f,y,a,w,n,u,g
e,s,g,w,f,n,d,c,b,n,u
e,k,y,p,f,a,n,c,b,w,l
e,c,y,w,f,n,a,c,b,n,g
p,s,s,g,f,c,a,d,n,w,w
p,x,s,b,f,y,f,c,b,h,w
p,b,s,c,t,y,d,c,n,y,g
p,c,y,g,t,f,f,d,n,k,d
e,b,s,y,t,a,a,c,b,u,u
e,b,f,e,f,n,f,d,b,y,d
p,x,y,c,t,y,n,d,b,g,g
e,b,g,e,t,n,d,w,n,b,d
e,k,s,p,t,n,a,c,n,r,l
e,c,y,g,t,n,f,d,b,o,m
e,b,s,u,f,n,d,w,n,h,m
e,s,y,r,t,n,n,d,b,n,g
e,s,y,r,t,a,d,c,b,y,p
e,b,y,w,f,n,f,w,n,g,l
e,f,g,c,f,a,n,d,n,y,m
e,f,y,y,f,n,a,w,n,o,p
e,k,f,g,t,n,n,c,b,e,m
e,s,s,r,t,l,d,d,n,e,p
p,f,s,n,t,p,a,c,n,b,g
e,b,s,u,f,p,d,d,b,n,w
p,s,y,e,t,y,a,w,n,n,d
p,b,s,p,f,c,n,c,n,w,p
p,c,f,w,f,s,a,w,n,y,g
e,s,f,c,f,f,d,d,n,y,w
e,f,f,b,t,p,f,d,n,w,d
e,x,g,r,f,n,f,c,b,h,p
p,f,f,w,f,f,f,c,b,h,d
e,b,f,n,t,a,a,d,b,g,p
p,c,s,n,f,y,f,w,b,b,d
p,f,y,y,f,c,f,d,b,w,d
e,c,s,c,t,n,d,w,n,k,p
e,f,g,y,t,l,n,c,n,h,d
p,k,g,c,f,f,a,w,b,k,l
e,b,g,r,f,n,f,d,n,y,m
e,b,f,g,t,p,d,w,n,p,d
p,x,f,p,f,f,a,c,n,g,d
e,b,f,e,f,n,d,w,b,n,d
p,x,y,e,f,f,n,d,b,y,p
p,b,s,g,f,c,f,d,n,g,g
p,f,f,n,t,s,a,w,b,g,p
e,f,g,u,f,l,a,d,b,k,l
e,k,y,p,f,a,f,c,n,g,l
p,f,y,r,t,y,d,w,b,p,w
e,c,g,g,f,n,n,w,n,e,d
e,f,f,p,f,n,a,w,b,n,l
e,x,y,e,f,a,a,d,n,p,p
e,s,g,p,f,a,n,w,n,p,p
e,k,f,c,t,n,a,w,b,y,p
p,s,y,w,t,f,n,w,n,k,d
e,s,y,c,f,n,f,w,n,h,m
e,c,s,g,t,n,n,c,b,g,p
p,c,s,r,t,f,n,d,n,e,u
p,b,y,b,t,f,d,c,b,p,d
e,x,y,y,f,n,n,w,b,b,l
e,s,y,y,f,f,f,d,b,k,p
p,f,s,b,t,f,a,w,b,o,d
p,f,f,p,t,c,d,c,b,h,w
p,b,s,b,t,y,n,w,n,e,m
p,f,g,y,t,p,d,c,n,y,g
e,c,y,n,t,n,f,c,b,g,d
p,f,g,e,t,p,f,d,n,r,l
e,s,g,y,t,n,a,w,b,h,p
p,f,g,y,f,f,f,w,n,k,p
p,c,s,n,f,m,f,w,b,w,g
p,x,s,y,f,p,n,d,n,p,m
e,s,f,p,f,n,f,c,n,w,u
e,x,g,n,t,n,f,d,n,u,d
p,c,g,e,f,y,f,d,n,b,g
p,c,s,r,t,s,a,c,n,e,m
p,s,g,c,f,p,n,w,b,h,w
e,k,s,r,f,n,n,c,n,g,m
e,k,y,n,t,n,d,c,n,e,w
e,f,y,n,t,n,f,c,b,u,d
e,s,g,g,f,n,d,w,n,g,d
p,s,f,w,f,p,d,c,n,o,p
e,f,s,w,f,l,f,d,b,b,w
p,k,y,n,f,s,n,c,n,k,p
p,f,y,c,f,y,f,c,n,r,l
p,x,g,g,t,c,d,d,b,e,p
e,x,s,b,t,n,a,w,n,k,w
p,b,g,u,t,p,d,d,n,r,w
e,k,s,c,t,y,n,w,b,p,p
p,x,f,n,t,p,a,w,n,u,m
e,b,s,n,t,n,d,w,b,p,p
e,c,y,c,f,n,f,w,b,g,p
e,s,g,p,t,l,n,d,n,o,d
e,x,s,g,f,n,a,w,b,r,p
p,b,y,n,f,s,n,d,b,u,d
e,f,g,u,f,n,d,c,n,h,w
p,s,g,b,f,f,n,d,b,p,d
p,b,f,r,f,y,a,c,b,y,d
e,x,y,e,f,n,f,d,n,w,u
p,f,s,u,f,c,a,c,n,u,u
e,f,y,e,f,f,n,d,n,o,l
e,b,g,y,t,a,f,d,b,y,w
e,b,f,p,t,n,f,d,n,o,g
p,x,s,u,f,f,n,d,n,n,d
e,f,f,w,f,a,a,c,n,u,m
p,k,f,p,t,f,f,w,b,y,l
e,b,y,w,f,l,f,d,n,g,m
p,k,g,b,t,f,n,c,b,e,d
e,k,g,b,f,a,f,d,b,b,g
p,f,s,b,f,c,a,w,b,h,g
p,x,f,p,f,p,f,c,b,e,w
p,k,f,b,f,c,d,c,n,n,l
p,x,f,c,f,s,f,c,b,b,u
p,b,y,e,t,s,d,d,n,r,d
e,f,g,e,f,n,a,d,n,y,u
e,c,f,g,f,n,d,w,n,k,u
e,f,f,w,t,f,f,w,b,n,p
e,c,g,e,f,a,f,d,n,h,p
e,s,s,n,t,l,n,d,n,k,l
e,b,y,e,t,a,n,c,n,r,p
e,x,y,n,t,n,f,d,n,y,m
p,b,y,g,f,n,f,c,b,h,l
e,f,g,y,t,n,f,w,n,n,l
p,c,y,p,f,m,f,d,b,e,g
e,s,f,u,f,n,a,w,b,h,g
p,c,y,y,f,y,f,d,n,y,l
p,f,g,g,t,y,d,d,b,p,u
e,f,y,e,t,y,n,c,n,r,g
e,b,s,e,f,f,d,d,n,w,p
e,k,s,w,f,l,d,w,b,k,d
e,c,g,p,t,n,a,d,n,g,d
p,f,g,g,f,f,d,w,n,w,l
p,b,s,b,t,s,d,d,n,r,m
e,k,y,u,f,n,d,w,b,h,l
e,x,f,y,t,l,n,w,n,h,m
e,f,g,c,t,l,a,w,n,b,g
e,k,s,c,t,n,d,d,b,e,u
p,x,y,c,t,s,d,c,b,e,w
e,s,g,g,f,l,a,w,n,r,m
p,x,y,b,t,m,f,w,n,y,u
e,b,f,r,f,a,d,c,n,u,w
e,c,g,c,t,l,n,w,n,o,m
p,f,f,y,t,p,n,w,n,u,u
e,k,f,r,f,n,f,d,n,y,m
p,s,f,u,t,f,d,c,b,r,l
p,s,s,w,f,f,a,w,b,n,w
e,x,f,b,f,n,f,d,n,r,l
e,s,f,w,t,n,n,d,b,o,g
p,c,y,y,f,c,n,d,b,n,l
p,x,s,p,f,p,a,d,b,k,d
p,f,s,p,t,y,f,c,n,r,p
e,f,s,c,f,n,a,c,b,y,g
p,s,s,y,f,p,f,d,b,p,l
e,b,f,w,t,n,f,c,b,w,l
p,f,y,g,f,y,f,d,n,r,p
p,f,f,r,t,c,d,w,b,p,u
e,f,f,c,f,l,n,w,n,r,l
p,c,s,r,t,p,n,d,n,r,m
e,k,s,e,f,n,n,w,b,p,u
p,k,g,e,f,y,f,d,b,b,m
e,s,y,e,t,n,f,w,n,b,d
p,f,s,p,f,p,d,w,b,r,w
e,k,s,n,t,l,n,c,n,h,u
p,s,f,y,f,f,n,d,n,o,w
p,f,f,p,t,c,d,c,n,w,m
e,k,f,y,t,n,n,d,n,o,l
e,k,s,u,f,a,a,w,b,u,w
p,s,y,w,t,p,a,d,n,n,m
e,x,s,e,t,n,d,d,n,w,l
p,s,s,e,f,p,n,d,n,n,p
e,c,y,u,f,n,d,d,n,r,m
p,x,s,b,t,y,d,w,n,u,g
e,x,s,n,t,n,d,w,n,o,d
e,k,y,b,t,n,n,c,b,r,g
e,b,s,p,f,n,d,d,b,g,m
e,b,g,b,t,a,n,c,n,p,d
e,c,g,y,t,n,a,w,b,y,l
e,f,f,g,t,n,d,w,n,n,u
p,k,s,y,f,p,d,d,b,y,p
p,c,y,c,t,m,n,d,n,b,m
p,x,y,p,t,s,a,c,n,y,w
e,k,g,e,f,y,n,w,n,r,p
p,x,f,p,t,p,f,c,b,k,l
e,c,s,b,f,n,n,w,b,y,g
p,b,y,r,t,s,a,w,b,p,l
e,c,y,p,f,n,a,c,b,w,l
e,s,s,w,f,n,d,w,n,w,m
e,k,f,p,t,n,n,w,n,u,p
p,k,g,y,t,y,n,c,b,n,u
e,f,s,r,f,a,f,w,n,u,p
p,b,s,n,f,p,a,c,b,g,u
e,k,s,y,t,n,n,d,n,p,g
p,b,g,r,t,m,f,w,n,k,p
p,k,y,r,f,p,n,c,b,k,u
e,b,s,p,t,n,a,w,b,y,p
e,s,s,u,t,y,d,w,n,y,l
p,c,s,g,t,f,n,c,b,h,g
p,b,s,u,t,s,a,d,n,k,p
e,x,f,r,f,n,a,c,n,y,w
p,s,f,p,t,s,a,w,n,k,l
p,c,f,g,t,m,f,d,n,y,w
e,k,y,e,f,a,f,d,n,g,l
p,k,s,w,f,f,d,w,n,n,g
e,f,s,b,t,n,n,c,n,h,p
e,s,s,g,t,n,f,c,n,p,w
p,x,s,e,f,s,f,w,b,w,m
e,s,g,e,t,n,f,c,n,r,d
e,f,g,w,f,n,n,c,n,n,d
p,s,g,c,t,s,d,c,n,b,m
p,c,s,n,t,f,d,d,b,n,w
p,f,g,w,t,c,d,d,n,h,d
p,c,g,n,t,y,n,c,b,g,m
p,f,y,c,t,f,n,w,b,y,l
e,b,y,c,t,n,d,w,b,u,p
e,c,g,w,f,p,a,w,n,o,u
p,c,g,n,t,p,n,w,n,p,p
e,b,y,u,t,n,n,c,n,o,g
p,b,g,b,t,p,d,c,n,w,u
p,x,s,u,t,s,d,w,b,e,g
e,b,g,n,f,n,a,c,n,p,w
p,f,s,y,f,s,a,w,b,w,w
e,b,g,y,t,n,f,w,b,g,p
e,b,f,e,t,n,f,d,n,b,g
p,c,g,y,f,p,d,w,n,y,d
e,c,f,y,t,n,f,d,b,o,l
e,s,g,b,t,y,n,w,b,k,m
e,b,g,c,f,n,a,c,n,b,d
p,x,s,e,f,s,f,d,n,o,d
p,c,y,c,t,y,f,c,n,h,p
p,f,y,n,t,c,d,w,b,o,u
p,s,s,w,f,f,a,d,b,e,u
e,f,y,e,f,p,a,w,b,e,g
p,b,f,g,t,f,f,w,b,r,m
p,b,f,e,t,s,n,c,n,h,d
e,x,g,r,f,a,n,d,n,o,w
e,b,f,c,t,n,n,c,n,p,p
p,s,y,n,f,y,n,c,n,p,l
p,k,f,y,f,c,n,d,n,o,g
p,k,g,r,f,f,f,c,n,n,p
p,b,f,p,t,s,n,w,b,p,p
p,s,y,g,f,y,f,d,n,g,w
p,k,s,u,f,n,d,d,b,u,m
p,f,g,c,t,p,f,d,n,r,d
e,s,s,u,f,n,n,d,n,h,d
p,s,f,n,f,y,f,d,n,u,u
e,b,g,u,t,n,n,d,b,k,w
p,f,g,n,f,y,d,w,b,h,m
e,f,f,n,t,n,n,d,b,w,g
e,k,g,b,t,f,a,c,n,g,g
e,x,f,b,f,l,d,c,b,h,w
e,f,s,g,f,n,f,c,n,u,m
e,k,s,n,f,a,f,d,n,k,p
e,x,y,g,f,n,n,c,n,b,u
p,s,y,b,f,y,a,w,b,u,g
e,k,f,g,t,n,d,c,b,y,m
e,k,f,g,t,l,f,d,b,o,g
p,b,s,w,f,n,n,w,n,g,u
p,s,g,w,f,f,a,w,b,w,w
e,s,f,n,t,n,f,w,n,r,l
p,c,g,r,f,f,n,c,n,h,l
p,x,y,u,f,m,n,c,b,g,w
e,k,s,g,f,n,a,d,n,p,p
e,f,f,r,t,a,f,w,n,g,p
p,f,y,b,t,c,n,d,n,e,l
p,c,f,c,t,f,f,d,b,n,d
p,x,y,u,t,p,a,d,n,p,u
e,b,s,y,f,n,a,w,n,y,m
e,x,f,u,f,l,f,w,b,b,m
p,f,f,g,f,y,a,d,b,g,w
e,f,g,n,t,s,n,w,n,y,d
e,b,g,n,f,y,f,c,b,w,u
p,b,f,g,t,s,n,w,b,r,m
e,f,s,g,f,n,f,c,n,k,p
p,k,g,p,t,s,d,w,n,b,m
p,k,f,u,f,f,n,d,n,k,w
e,b,f,w,f,n,n,d,b,o,m
p,s,y,w,f,f,f,c,b,n,d
e,k,s,y,f,a,f,c,n,e,p
p,b,g,r,f,c,n,w,n,o,w
e,x,g,y,f,y,a,c,b,y,g
e,x,y,c,f,a,n,d,n,b,w
p,x,f,c,f,s,d,w,n,b,l
e,b,g,p,f,f,a,c,b,k,m
p,b,f,n,t,m,a,d,b,o,l
e,k,g,u,t,n,f,d,n,y,l
e,k,g,c,t,n,f,w,n,p,u
e,k,f,r,t,n,n,w,n,w,d
e,c,f,u,t,a,n,w,b,h,u
e,b,g,u,t,a,f,w,n,u,u
p,s,y,w,f,n,n,c,n,h,w
p,x,y,n,f,m,a,w,b,e,g
p,x,y,c,t,y,n,c,b,g,g
p,c,y,w,t,f,a,d,b,w,l
e,c,y,e,f,n,f,w,b,r,l
p,x,f,b,f,f,n,w,b,u,d
e,b,g,e,f,n,a,w,n,u,l
p,x,y,e,f,c,d,w,b,p,l
e,x,s,b,t,n,d,w,n,e,p
p,s,g,e,t,p,d,w,b,y,l
p,c,s,c,f,f,a,w,n,n,d
p,c,f,u,t,p,n,c,b,y,u
p,k,g,w,t,c,d,w,b,e,l
p,c,f,g,f,s,f,w,b,e,d
p,s,s,p,f,f,f,w,n,k,w
e,s,g,w,f,f,f,c,n,y,u
e,x,g,r,f,n,d,w,b,n,u
e,s,f,n,t,a,d,w,n,r,l
e,k,g,c,f,n,n,d,n,w,l
p,x,s,w,f,s,a,w,n,o,m
e,b,f,c,t,n,f,d,b,r,u
p,b,s,y,f,p,n,d,b,k,l
p,c,g,b,f,p,a,w,b,k,w
p,k,s,g,t,f,d,w,n,k,w
e,s,g,r,f,y,a,w,n,k,l
e,f,s,u,f,n,f,d,n,e,m
e,b,s,u,t,f,a,c,b,e,p
e,s,y,w,f,n,a,c,b,k,d
p,b,g,e,f,s,d,w,n,n,u
p,b,y,b,t,s,d,w,b,n,u
p,b,y,e,t,f,n,d,n,h,m
p,c,f,e,f,y,d,d,b,b,p
p,k,f,r,f,p,d,c,n,h,g
e,b,s,c,f,l,f,d,b,g,d
p,s,g,w,f,n,f,c,n,h,w
e,s,f,u,t,n,a,w,b,b,w
e,c,y,n,t,n,f,c,n,b,m
e,k,g,e,t,a,n,c,b,h,l
e,k,s,y,f,a,n,w,n,r,l
e,f,s,r,t,y,a,c,n,o,d
e,x,f,p,f,n,n,d,n,h,l
p,b,f,w,f,y,n,d,b,p,g
p,c,f,y,t,s,d,w,b,r,l
e,k,s,e,t,n,a,w,b,g,g
e,f,y,c,t,l,n,d,n,p,m
p,x,f,r,f,f,a,d,n,r,g
e,k,s,g,t,n,n,d,b,k,l
p,k,g,n,f,s,f,d,n,w,u
p,b,s,r,t,y,a,c,b,k,l
e,x,g,y,f,n,f,d,n,e,w
e,x,g,u,t,p,a,w,n,e,g
e,c,y,n,f,y,f,w,b,r,w
e,f,f,g,f,y,d,d,n,p,g
e,s,g,p,t,p,f,c,n,u,p
p,c,f,w,f,f,n,d,n,h,p
e,f,s,e,t,n,d,d,n,w,p
p,c,f,b,f,f,f,w,n,o,l
p,f,s,c,t,c,d,w,n,u,d
e,s,g,y,t,l,d,c,n,y,d
e,b,y,r,f,a,n,c,b,p,g
e,f,g,u,t,y,f,c,b,y,p
e,s,s,c,f,a,d,w,n,p,u
p,c,g,u,f,f,n,c,n,k,m
e,x,y,r,t,n,a,d,n,e,m
p,k,f,y,t,f,a,d,n,r,p
e,s,s,p,f,n,d,w,b,w,p
e,s,f,p,f,n,d,d,n,u,d
e,s,y,g,f,l,d,c,b,p,p
p,f,g,e,f,f,n,d,b,n,m
e,f,y,w,f,l,n,c,n,g,p
e,x,s,b,t,n,f,c,b,w,w
p,b,s,w,t,n,a,c,n,h,u
e,c,g,g,f,l,d,d,b,p,u
e,b,s,p,f,p,d,w,b,u,d
p,f,y,u,f,y,n,c,n,y,u
e,f,s,g,t,n,n,d,b,b,u
p,s,f,e,t,p,f,w,b,u,w
p,s,y,y,t,f,a,d,n,k,w
p,b,y,e,f,p,d,w,b,o,g
p,c,s,n,t,y,n,d,b,p,p
p,f,g,e,t,p,a,c,n,r,l
p,f,g,y,t,m,f,d,b,h,d
p,b,g,c,t,y,a,w,n,h,g
e,k,s,r,f,s,d,c,n,o,l
e,s,s,y,f,n,n,c,n,e,l
p,x,s,e,t,f,d,d,b,r,g
p,f,y,p,t,p,a,c,n,h,p
e,c,y,g,f,l,n,w,b,g,g
p,k,s,g,f,s,f,c,b,e,m
e,b,g,g,t,l,f,w,b,h,w
p,b,f,p,t,y,n,w,n,k,u
p,c,g,u,t,f,f,w,n,h,w
p,s,y,r,f,f,f,c,b,r,w
e,s,y,y,t,n,n,c,n,w,w
p,k,g,e,f,n,d,d,n,n,w
e,c,g,u,t,y,a,w,b,o,g
e,f,y,e,t,n,d,w,n,u,g
e,k,y,g,f,l,a,d,n,y,m
p,x,s,e,t,p,a,d,b,w,u
e,x,f,p,t,n,n,w,b,e,l
e,c,s,c,t,n,f,w,b,n,m
p,x,s,e,t,p,f,d,n,o,p
p,c,g,u,t,s,a,c,n,n,g
p,f,g,y,f,y,a,d,b,u,g
p,s,f,r,t,m,n,w,n,y,m
e,f,s,g,f,n,a,w,n,k,g
p,c,s,n,f,f,d,c,n,h,u
p,f,y,y,f,y,a,w,n,y,u
e,x,y,c,f,l,d,w,n,n,w
e,f,f,b,t,a,n,d,n,k,m
e,x,g,e,f,l,a,c,b,n,m
e,s,y,e,f,n,f,d,b,e,w
p,s,f,r,f,y,n,c,b,r,m
p,x,s,r,f,y,a,w,n,g,p
p,b,f,g,f,f,a,d,n,y,g
e,f,f,n,f,a,d,d,b,k,l
e,f,y,n,f,n,a,d,n,b,l
p,c,y,p,t,y,d,c,n,y,l
e,c,s,g,t,n,d,w,n,e,m
p,k,s,g,t,p,f,w,n,r,p
e,x,s,c,f,l,f,c,b,g,p
p,s,f,w,t,c,f,d,n,r,l
e,s,f,c,f,l,n,w,n,p,l
e,b,y,e,t,a,f,w,n,r,p
e,x,s,b,t,n,d,d,n,w,w
p,f,y,g,t,s,a,c,n,g,m
p,k,s,n,t,f,d,w,b,w,d
e,x,s,r,f,l,f,d,n,h,m
p,k,y,b,t,s,a,d,b,g,l
p,x,y,n,f,s,d,d,b,w,u
p,f,y,n,t,f,a,c,n,u,m
p,f,s,b,t,n,d,w,n,e,u
e,x,f,r,f,l,a,c,n,w,g
e,s,y,w,f,l,a,c,b,r,d
p,s,y,p,f,f,f,d,n,g,m
p,b,f,g,f,y,n,d,b,w,u
p,f,f,c,f,f,f,d,b,w,d
p,c,g,e,t,y,a,c,n,p,g
e,b,y,c,f,a,a,w,n,g,g
p,x,g,n,f,c,f,d,n,g,l
e,b,g,g,f,n,d,w,n,p,u
p,c,f,r,f,p,a,w,b,u,l
e,f,s,r,f,n,d,w,b,p,w
p,f,s,r,f,y,f,d,b,u,d
p,s,f,e,t,m,n,w,b,u,d
e,f,g,e,f,l,n,c,b,p,g
e,s,g,g,f,a,a,c,n,o,d
p,c,g,w,t,y,d,c,b,o,m
p,b,g,n,t,y,f,d,n,y,m
e,x,y,r,t,n,a,c,b,k,m
p,x,g,r,t,y,n,w,b,o,u
p,b,f,r,t,f,n,d,b,e,p
e,f,g,e,t,l,d,d,n,r,w
e,s,g,w,f,n,a,w,b,y,w
p,x,f,c,t,f,d,c,b,k,l
p,f,g,w,f,s,d,w,b,e,d
p,k,s,e,t,m,a,w,b,e,p
p,k,f,c,t,n,f,d,b,p,d
e,x,y,b,t,l,n,c,b,u,p
e,b,y,g,f,n,a,c,b,w,g
e,b,f,b,t,n,n,c,b,w,l
e,b,y,g,t,f,f,w,b,n,g
p,f,y,r,t,c,n,d,b,h,p
p,k,y,b,t,p,n,d,n,w,w
e,f,f,e,t,n,d,d,b,o,g
e,c,g,n,t,n,d,c,b,y,g
p,c,y,c,f,c,d,c,n,w,u
p,x,s,u,t,f,f,d,b,k,l
p,c,g,y,t,s,d,w,b,p,d
p,b,g,n,t,n,n,d,n,y,l
p,x,y,b,t,s,n,w,n,u,p
p,k,y,c,t,y,n,d,n,p,m
e,s,g,b,f,n,a,w,n,n,g
e,k,y,b,t,n,n,d,n,p,l
e,c,f,p,f,a,d,c,b,p,m
e,c,f,u,f,a,f,c,b,n,l
p,k,y,p,t,f,f,c,b,w,w
p,c,g,p,t,f,n,c,b,u,p
e,c,y,w,t,n,n,d,b,k,w
e,f,s,e,f,p,a,c,n,o,g
e,s,f,e,f,l,n,w,b,n,d
e,s,g,p,t,n,n,w,b,p,u
p,k,s,r,t,m,n,c,n,p,p
p,k,y,w,f,s,a,c,b,h,p
p,c,f,b,f,s,f,c,n,p,p
p,b,s,u,f,s,n,d,b,g,m
p,f,g,p,t,s,f,w,b,u,p
p,b,f,u,t,f,a,w,n,k,u
e,c,y,g,t,a,a,w,n,g,w
p,k,y,w,f,c,n,d,n,u,g
p,b,f,u,t,f,a,d,b,r,l
p,s,s,b,t,f,a,w,b,h,d
e,x,f,g,f,n,f,w,n,k,m
e,b,f,r,t,n,d,w,n,e,p
e,k,f,b,f,n,f,c,n,y,l
p,s,s,y,t,p,n,d,b,r,w
e,c,f,e,t,n,a,w,b,w,p
p,b,g,n,t,f,n,c,n,o,g
p,c,y,c,t,m,f,w,b,o,u
e,f,s,n,t,a,a,w,b,u,u
p,x,g,r,t,f,n,d,n,h,d
p,k,f,e,t,y,n,w,b,h,w
e,k,g,u,f,l,f,d,n,g,m
p,c,s,w,f,s,n,d,n,y,l
e,x,y,b,t,n,a,w,n,u,l
e,s,s,e,f,y,n,c,n,n,d
p,k,f,e,f,s,a,w,b,h,u
p,b,f,p,t,c,n,w,b,u,g
p,k,y,c,f,f,f,w,b,r,m
p,b,s,b,t,f,a,c,n,r,p
p,k,s,e,t,y,n,d,n,o,w
p,b,s,p,f,f,d,c,b,g,m
p,f,g,g,t,f,a,c,n,h,u
p,c,y,r,f,f,a,w,n,w,w
e,s,s,r,f,l,a,w,n,b,p
p,s,y,w,f,f,d,c,n,n,m
e,f,g,w,f,n,f,d,b,o,g
p,s,s,e,f,m,n,d,n,g,l
e,b,g,e,f,n,d,w,n,k,p
p,s,f,b,f,p,n,d,n,h,m
e,c,f,c,f,a,d,d,n,u,d
e,x,f,e,t,p,d,d,n,p,g
p,b,y,r,t,c,n,c,n,w,d
e,s,s,u,f,n,n,c,n,o,m
p,k,s,e,f,m,n,w,b,g,d
e,k,g,p,f,n,f,d,n,k,p
e,x,g,r,t,a,a,w,n,y,d
e,f,f,e,f,n,d,c,b,g,g
p,b,y,n,f,p,a,w,n,p,w
e,k,y,n,f,a,n,c,n,h,l
p,c,g,n,f,p,n,c,n,y,d
e,x,g,c,f,a,d,w,b,g,g
e,f,s,y,f,n,d,d,b,p,m
e,f,s,p,f,n,d,w,n,g,m
e,c,g,p,t,l,d,d,n,h,d
p,s,s,r,f,f,d,w,b,w,m
p,c,g,u,t,y,n,w,n,h,w
p,s,y,r,f,s,d,w,n,r,m
e,x,f,b,t,y,f,c,n,e,d
e,c,g,g,f,n,a,w,b,k,m
e,k,g,n,t,a,a,c,b,h,w
p,f,s,u,t,f,f,c,n,k,u
e,s,g,g,f,n,d,c,n,y,g
p,c,y,g,t,f,n,w,b,r,g
e,b,f,g,f,a,n,w,n,p,g
e,c,s,c,f,l,f,w,n,h,g
e,s,y,e,f,n,f,w,b,p,p
e,f,f,g,t,l,f,c,b,n,d
p,k,s,e,t,y,a,d,n,g,m
e,c,y,w,t,n,f,d,n,b,u
p,k,g,n,f,p,n,c,n,o,w
e,b,s,g,f,n,d,c,n,u,p
p,s,g,p,t,f,n,d,b,k,d
e,f,s,e,f,l,f,d,n,p,g
p,x,f,p,f,s,n,d,n,h,w
p,f,s,p,t,c,a,d,n,e,g
p,s,s,y,f,y,n,d,n,w,w
e,x,y,g,f,n,a,w,b,g,u
p,x,s,w,t,c,d,d,n,y,d
e,f,f,u,t,n,f,w,n,k,g
e,s,y,p,t,l,d,w,b,g,g
e,x,g,n,f,l,f,c,b,u,g
e,s,s,b,f,l,d,c,n,p,g
p,k,f,p,f,y,d,d,b,p,p
e,b,f,n,t,y,d,c,b,r,p
p,c,s,r,f,s,a,d,b,y,p
p,s,s,n,t,p,a,c,b,u,g
p,s,g,c,f,s,n,c,n,h,l
p,x,g,u,f,f,n,d,b,r,p
e,s,g,r,f,n,n,c,b,b,d
p,s,g,y,f,c,f,d,n,n,m
e,x,g,n,f,n,a,c,b,u,m
p,f,g,n,f,y,d,d,n,g,l
p,s,y,e,f,y,n,w,b,w,u
p,k,y,w,t,y,a,d,n,n,m
e,c,f,u,f,a,a,c,b,g,w
e,s,y,c,t,s,f,w,n,r,u
e,x,s,p,f,n,d,w,b,p,m
e,k,s,c,t,l,a,d,n,g,w
e,c,s,y,t,l,a,d,n,y,l
p,f,f,g,t,p,n,w,b,n,p
e,s,y,g,f,n,f,d,n,o,d
e,x,s,c,t,a,f,d,n,g,u
p,f,y,y,t,n,d,d,b,w,w
p,s,s,p,t,y,f,c,n,n,w
e,f,g,r,f,a,d,c,b,y,u
e,x,y,w,t,p,d,w,n,r,l
e,k,y,w,t,l,n,w,b,w,u
e,k,s,c,t,a,n,w,b,o,m
p,f,y,w,t,n,a,d,n,p,p
e,f,g,c,f,n,n,d,b,b,g
p,s,s,g,t,s,a,d,b,w,l
p,b,g,n,t,y,a,w,n,h,u
p,c,s,r,t,y,a,w,n,y,u
e,s,y,w,t,a,a,c,b,r,u
e,f,s,b,t,n,d,d,b,b,u
p,f,f,g,f,y,a,d,n,w,l
e,c,s,y,t,n,a,c,n,r,m
e,x,y,b,f,n,a,w,n,u,m
e,k,g,e,t,n,d,w,b,y,p
e,x,g,w,t,l,f,w,b,g,p
p,c,f,c,f,f,f,d,n,n,g
e,c,s,w,f,a,a,c,n,e,m
p,b,s,p,f,s,f,c,b,n,w
e,s,g,p,t,n,n,w,n,w,l
p,s,g,u,f,m,n,d,n,o,m
p,s,y,r,f,c,n,c,b,h,m
p,s,f,p,t,y,n,d,b,u,p
e,b,g,n,t,s,d,w,n,u,w
e,k,s,c,t,a,a,w,n,r,u
e,s,g,w,t,n,d,c,n,e,u
p,f,y,r,f,s,d,w,b,g,w
p,c,s,r,f,s,a,c,n,o,m
p,b,y,e,f,p,d,w,b,g,m
e,x,y,b,t,l,a,c,b,u,m
