age,workclass,education,marital-status,occupation,race,sex,hours-per-week,native-country,income
53,Private,HS-grad,Married-civ-spouse,Armed-Forces,Black,Female,15,United-States,<=50K
48,Private,HS-grad,Married-civ-spouse,Farming-fishing,White,Female,36,United-States,<=50K
46,Local-gov,Bachelors,Married-civ-spouse,Sales,White,Male,52,United-States,>50K
46,State-gov,Bachelors,Never-married,Transport-moving,White,Male,52,United-States,>50K
37,Self-emp-not-inc,HS-grad,Never-married,Machine-op-inspct,White,Male,48,Other,<=50K
26,Private,Some-college,Never-married,Craft-repair,White,Female,41,United-States,<=50K
38,Private,Some-college,Married-civ-spouse,Transport-moving,Black,Male,49,United-States,<=50K
29,Private,Bachelors,Never-married,Sales,White,Male,47,Other,<=50K
50,Private,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,35,United-States,<=50K
36,Private,HS-grad,Never-married,Sales,White,Female,61,United-States,<=50K
27,Self-emp-not-inc,Bachelors,Never-married,Transport-moving,White,Female,43,United-States,<=50K
33,Local-gov,Bachelors,Married-civ-spouse,Transport-moving,White,Male,37,United-States,<=50K
43,Private,10th,Married-civ-spouse,Protective-serv,White,Male,39,United-States,<=50K
30,Local-gov,Some-college,Divorced,Sales,White,Male,25,United-States,<=50K
27,Private,HS-grad,Married-civ-spouse,Armed-Forces,White,Male,46,United-States,<=50K
41,Private,HS-grad,Never-married,Craft-repair,White,Male,29,Other,<=50K
41,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,Female,50,United-States,<=50K
31,Private,10th,Separated,Transport-moving,White,Female,47,United-States,>50K
31,Private,Bachelors,Never-married,Craft-repair,Asian-Pac-Islander,Female,61,United-States,<=50K
41,Private,5th-6th,Married-civ-spouse,Protective-serv,White,Male,26,United-States,<=50K
19,Private,Some-college,Never-married,Handlers-cleaners,White,Male,60,United-States,<=50K
19,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Female,53,United-States,<=50K
28,Private,Some-college,Never-married,Sales,White,Male,37,United-States,<=50K
35,Private,Some-college,Never-married,Prof-specialty,White,Male,44,United-States,<=50K
42,Private,Doctorate,Never-married,Tech-support,White,Male,39,United-States,>50K
57,Never-worked,Bachelors,Married-civ-spouse,Craft-repair,Black,Female,31,United-States,>50K
49,Without-pay,HS-grad,Married-civ-spouse,Other-service,White,Female,40,United-States,<=50K
35,Private,Some-college,Never-married,Handlers-cleaners,White,Male,28,United-States,<=50K
37,Self-emp-not-inc,HS-grad,Never-married,Protective-serv,White,Male,40,United-States,<=50K
24,Private,Assoc-voc,Never-married,Handlers-cleaners,Asian-Pac-Islander,Female,35,United-States,<=50K
37,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Female,17,United-States,<=50K
34,Local-gov,10th,Married-civ-spouse,Sales,White,Female,42,United-States,<=50K
42,Self-emp-not-inc,Some-college,Married-civ-spouse,Transport-moving,White,Male,27,United-States,>50K
27,Private,1st-4th,Married-civ-spouse,Priv-house-serv,Amer-Indian-Eskimo,Male,35,United-States,<=50K
44,State-gov,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,<=50K
57,Private,Bachelors,Married-civ-spouse,Sales,White,Female,52,United-States,<=50K
36,Private,10th,Never-married,Other-service,White,Male,61,United-States,<=50K
43,Private,HS-grad,Married-civ-spouse,Sales,White,Male,29,Germany,<=50K
46,Private,Bachelors,Married-AF-spouse,Other-service,White,Male,38,United-States,>50K
32,Private,Bachelors,Married-civ-spouse,Sales,Other,Male,33,United-States,>50K
40,Private,Some-college,Never-married,Armed-Forces,White,Male,38,United-States,<=50K
38,Private,11th,Married-civ-spouse,Exec-managerial,White,Female,73,United-States,<=50K
39,Private,Masters,Married-civ-spouse,Transport-moving,Black,Male,28,United-States,<=50K
27,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Male,32,United-States,<=50K
38,Self-emp-inc,HS-grad,Never-married,Craft-repair,Black,Male,17,United-States,<=50K
44,Private,HS-grad,Never-married,Priv-house-serv,White,Female,54,United-States,<=50K
56,Private,7th-8th,Married-civ-spouse,Sales,Black,Female,33,United-States,<=50K
50,Local-gov,11th,Married-civ-spouse,Handlers-cleaners,White,Male,52,United-States,<=50K
65,Private,Assoc-acdm,Never-married,Tech-support,White,Male,38,United-States,<=50K
28,Private,10th,Married-civ-spouse,Prof-specialty,Other,Male,18,United-States,<=50K
49,Private,10th,Never-married,Protective-serv,Black,Male,27,United-States,<=50K
40,Private,12th,Married-civ-spouse,Sales,White,Male,63,Other,<=50K
66,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Female,57,United-States,<=50K
27,Private,11th,Widowed,Prof-specialty,White,Male,30,United-States,<=50K
27,Private,Bachelors,Never-married,Priv-house-serv,White,Female,28,Philippines,>50K
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Black,Male,35,United-States,<=50K
17,Private,Bachelors,Divorced,Priv-house-serv,White,Male,46,Mexico,<=50K
31,Private,Prof-school,Never-married,Adm-clerical,White,Male,52,United-States,<=50K
28,Private,Assoc-acdm,Widowed,Protective-serv,White,Male,48,Mexico,<=50K
39,Private,1st-4th,Married-civ-spouse,Adm-clerical,White,Male,46,United-States,<=50K
42,Private,HS-grad,Never-married,Farming-fishing,White,Female,44,United-States,<=50K
62,Private,HS-grad,Never-married,Prof-specialty,White,Male,45,United-States,<=50K
50,Self-emp-not-inc,Some-college,Married-civ-spouse,Armed-Forces,White,Male,41,United-States,>50K
30,Private,11th,Never-married,Adm-clerical,White,Female,15,United-States,<=50K
26,Private,9th,Never-married,Exec-managerial,Black,Female,34,United-States,<=50K
44,State-gov,11th,Married-civ-spouse,Tech-support,White,Male,36,United-States,<=50K
20,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,14,United-States,<=50K
61,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,White,Male,38,United-States,<=50K
53,Private,12th,Never-married,Priv-house-serv,White,Male,43,United-States,<=50K
31,Private,11th,Never-married,Other-service,White,Male,33,United-States,<=50K
17,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,White,Female,56,United-States,<=50K
55,Private,11th,Married-civ-spouse,Handlers-cleaners,White,Male,26,United-States,<=50K
36,Private,Bachelors,Never-married,Adm-clerical,Black,Male,40,United-States,<=50K
54,Private,Some-college,Divorced,Armed-Forces,Asian-Pac-Islander,Male,50,United-States,<=50K
17,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,White,Male,43,United-States,>50K
30,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,59,Philippines,<=50K
38,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,41,United-States,>50K
38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,43,United-States,<=50K
32,Local-gov,Assoc-acdm,Divorced,Other-service,White,Male,32,United-States,<=50K
46,Private,11th,Never-married,Exec-managerial,White,Male,35,United-States,<=50K
24,Private,Bachelors,Separated,Handlers-cleaners,Black,Male,31,United-States,>50K
36,Private,5th-6th,Married-civ-spouse,Exec-managerial,White,Female,26,United-States,<=50K
39,Private,HS-grad,Married-civ-spouse,Priv-house-serv,White,Male,43,United-States,<=50K
44,Private,HS-grad,Divorced,Priv-house-serv,White,Female,51,United-States,<=50K
47,Private,Some-college,Never-married,Priv-house-serv,White,Male,17,United-States,<=50K
23,Private,HS-grad,Never-married,Transport-moving,White,Male,18,Other,>50K
18,Private,Some-college,Married-civ-spouse,Sales,White,Female,44,United-States,<=50K
54,Private,Bachelors,Married-civ-spouse,Sales,White,Male,26,United-States,<=50K
42,Private,11th,Never-married,Prof-specialty,White,Male,50,United-States,<=50K
28,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,White,Female,42,United-States,<=50K
58,Private,Bachelors,Divorced,Craft-repair,Black,Male,50,United-States,<=50K
39,State-gov,HS-grad,Never-married,Adm-clerical,White,Male,58,United-States,<=50K
53,Private,Bachelors,Divorced,Other-service,White,Female,44,United-States,<=50K
38,Private,Some-college,Married-civ-spouse,Priv-house-serv,White,Male,49,United-States,<=50K
64,Federal-gov,9th,Married-civ-spouse,Adm-clerical,White,Male,30,United-States,<=50K
60,Private,5th-6th,Never-married,Adm-clerical,White,Male,30,United-States,<=50K
34,Private,Assoc-acdm,Never-married,Armed-Forces,White,Male,46,United-States,<=50K
50,Private,Bachelors,Never-married,Other-service,White,Male,36,United-States,<=50K
46,Self-emp-inc,HS-grad,Never-married,Armed-Forces,Black,Male,40,United-States,<=50K
55,Private,HS-grad,Married-civ-spouse,Armed-Forces,Asian-Pac-Islander,Female,59,Other,<=50K
25,Private,Masters,Married-civ-spouse,Exec-managerial,White,Female,28,United-States,<=50K
46,Private,Some-college,Married-civ-spouse,Transport-moving,Asian-Pac-Islander,Male,46,Other,<=50K
51,Private,11th,Never-married,Machine-op-inspct,White,Female,49,United-States,<=50K
17,Private,HS-grad,Separated,Handlers-cleaners,White,Male,44,Philippines,<=50K
22,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,White,Male,51,United-States,<=50K
17,Self-emp-not-inc,Some-college,Married-civ-spouse,Armed-Forces,White,Female,26,United-States,<=50K
34,Local-gov,HS-grad,Never-married,Adm-clerical,White,Male,29,United-States,<=50K
47,Private,11th,Never-married,Exec-managerial,White,Male,38,United-States,<=50K
57,Private,Assoc-voc,Never-married,Transport-moving,White,Male,37,United-States,>50K
38,Private,HS-grad,Never-married,Tech-support,White,Male,31,United-States,<=50K
59,Private,Some-college,Married-civ-spouse,Armed-Forces,White,Male,61,United-States,<=50K
20,Private,Some-college,Never-married,Other-service,White,Male,49,United-States,<=50K
17,Never-worked,Some-college,Never-married,Exec-managerial,White,Female,37,United-States,<=50K
37,Never-worked,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,33,United-States,<=50K
42,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,25,United-States,>50K
37,Private,Some-college,Divorced,Armed-Forces,White,Male,11,United-States,>50K
17,Private,HS-grad,Divorced,Adm-clerical,White,Male,43,United-States,>50K
36,Private,7th-8th,Never-married,Exec-managerial,White,Female,28,United-States,<=50K
21,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Female,31,United-States,<=50K
46,Private,HS-grad,Divorced,Priv-house-serv,White,Female,45,United-States,<=50K
42,Self-emp-not-inc,Bachelors,Never-married,Sales,White,Male,37,United-States,<=50K
25,State-gov,Some-college,Married-civ-spouse,Other-service,White,Female,29,United-States,<=50K
31,Private,Masters,Divorced,Exec-managerial,White,Male,30,United-States,<=50K
24,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Male,45,United-States,>50K
37,Federal-gov,Some-college,Never-married,Adm-clerical,White,Male,36,United-States,<=50K
50,Private,11th,Married-civ-spouse,Tech-support,White,Female,53,United-States,<=50K
25,Private,12th,Widowed,Exec-managerial,White,Male,31,United-States,<=50K
44,State-gov,11th,Married-civ-spouse,Machine-op-inspct,White,Male,32,Mexico,<=50K
31,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,37,United-States,<=50K
27,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Black,Male,42,United-States,<=50K
36,Private,Assoc-acdm,Widowed,Machine-op-inspct,White,Female,15,United-States,<=50K
24,Private,10th,Married-civ-spouse,Tech-support,White,Male,50,United-States,<=50K
30,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,36,United-States,<=50K
22,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
63,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,50,United-States,<=50K
38,Private,HS-grad,Widowed,Craft-repair,White,Male,41,United-States,>50K
28,Federal-gov,HS-grad,Never-married,Machine-op-inspct,White,Male,29,United-States,<=50K
40,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,42,Other,<=50K
36,State-gov,Some-college,Never-married,Armed-Forces,White,Male,40,United-States,<=50K
35,Private,HS-grad,Married-civ-spouse,Priv-house-serv,White,Female,44,United-States,<=50K
45,State-gov,Masters,Divorced,Protective-serv,White,Female,35,United-States,<=50K
47,Self-emp-not-inc,HS-grad,Never-married,Machine-op-inspct,White,Male,20,United-States,<=50K
31,Private,Bachelors,Separated,Craft-repair,White,Male,34,United-States,<=50K
30,Private,Bachelors,Married-civ-spouse,Priv-house-serv,White,Male,58,United-States,<=50K
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,White,Male,57,United-States,<=50K
17,Private,HS-grad,Married-civ-spouse,Priv-house-serv,White,Male,41,United-States,<=50K
18,Self-emp-not-inc,Bachelors,Never-married,Farming-fishing,White,Male,41,United-States,>50K
55,Private,HS-grad,Married-civ-spouse,Other-service,White,Female,58,United-States,<=50K
59,Private,Some-college,Married-civ-spouse,Tech-support,White,Female,44,United-States,<=50K
34,Private,Bachelors,Never-married,Craft-repair,White,Female,42,United-States,<=50K
45,Private,Bachelors,Never-married,Protective-serv,White,Male,31,United-States,>50K
42,Self-emp-inc,12th,Married-civ-spouse,Exec-managerial,White,Female,29,United-States,<=50K
78,Private,Masters,Widowed,Transport-moving,White,Male,9,United-States,>50K
52,Private,Masters,Married-civ-spouse,Other-service,White,Male,43,United-States,>50K
36,Private,HS-grad,Never-married,Craft-repair,White,Female,42,United-States,>50K
25,Private,Some-college,Married-civ-spouse,Transport-moving,White,Female,29,United-States,<=50K
17,Private,7th-8th,Never-married,Other-service,White,Female,47,United-States,<=50K
40,Private,11th,Married-civ-spouse,Handlers-cleaners,White,Female,41,United-States,<=50K
28,Private,Some-college,Married-civ-spouse,Craft-repair,White,Female,39,United-States,<=50K
19,Private,Some-college,Divorced,Priv-house-serv,White,Male,66,United-States,<=50K
29,Self-emp-inc,Some-college,Married-civ-spouse,Adm-clerical,White,Female,36,United-States,<=50K
23,Private,Some-college,Divorced,Other-service,White,Male,29,United-States,<=50K
59,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,53,United-States,>50K
49,Private,11th,Married-civ-spouse,Farming-fishing,White,Female,28,United-States,<=50K
37,Self-emp-not-inc,Some-college,Never-married,Protective-serv,White,Female,21,United-States,<=50K
57,Federal-gov,Some-college,Never-married,Craft-repair,White,Male,43,United-States,<=50K
39,Private,10th,Never-married,Priv-house-serv,White,Female,35,United-States,<=50K
26,Private,HS-grad,Widowed,Protective-serv,Black,Male,53,United-States,<=50K
57,Private,HS-grad,Divorced,Protective-serv,White,Female,53,United-States,<=50K
45,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,22,United-States,<=50K
24,Private,12th,Married-civ-spouse,Priv-house-serv,White,Male,74,United-States,<=50K
35,State-gov,11th,Divorced,Priv-house-serv,White,Female,40,United-States,<=50K
26,Private,Assoc-voc,Married-civ-spouse,Armed-Forces,White,Female,60,United-States,<=50K
20,Private,Masters,Married-civ-spouse,Adm-clerical,White,Female,34,United-States,>50K
50,Private,HS-grad,Divorced,Craft-repair,White,Female,39,United-States,<=50K
62,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,25,United-States,<=50K
19,Private,HS-grad,Never-married,Prof-specialty,White,Male,53,United-States,<=50K
45,Private,7th-8th,Never-married,Transport-moving,White,Female,50,United-States,<=50K
29,Private,11th,Never-married,Tech-support,White,Female,34,United-States,<=50K
31,Private,10th,Divorced,Exec-managerial,White,Male,55,Other,<=50K
30,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,42,United-States,<=50K
26,Private,Prof-school,Divorced,Armed-Forces,Other,Male,51,United-States,<=50K
38,State-gov,Bachelors,Married-civ-spouse,Tech-support,White,Male,9,United-States,>50K
27,Self-emp-not-inc,Some-college,Never-married,Armed-Forces,White,Female,22,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Priv-house-serv,White,Male,44,United-States,<=50K
37,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,34,United-States,<=50K
34,Private,HS-grad,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Female,38,United-States,<=50K
26,Never-worked,11th,Never-married,Craft-repair,White,Male,44,United-States,<=50K
30,Private,Some-college,Never-married,Handlers-cleaners,Black,Female,42,United-States,<=50K
47,Private,Some-college,Divorced,Priv-house-serv,Asian-Pac-Islander,Male,47,United-States,<=50K
44,Private,Masters,Never-married,Farming-fishing,Asian-Pac-Islander,Male,27,United-States,<=50K
25,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,25,United-States,<=50K
39,Private,Assoc-acdm,Widowed,Armed-Forces,Asian-Pac-Islander,Male,45,United-States,<=50K
47,Private,10th,Married-spouse-absent,Handlers-cleaners,White,Male,40,United-States,<=50K
17,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Female,36,United-States,<=50K
45,Private,Prof-school,Never-married,Tech-support,White,Male,44,United-States,>50K
29,State-gov,Some-college,Married-civ-spouse,Craft-repair,White,Male,36,United-States,<=50K
45,Private,Assoc-voc,Married-civ-spouse,Tech-support,White,Female,21,Other,<=50K
